# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
1001              	-1.8860045087e-06	7.9873399847e-03	1.9855702193e-05	8.0418465880e-06	1.1813855605e-05
1002              	-1.8771025215e-06	7.9870006483e-03	1.9783739202e-05	8.0147670797e-06	1.1768972123e-05
1003              	-1.8682407285e-06	7.9866626253e-03	1.9712030809e-05	7.9877746761e-06	1.1724256133e-05
1004              	-1.8594217841e-06	7.9863259067e-03	1.9640599865e-05	7.9608781485e-06	1.1679721717e-05
1005              	-1.8506456665e-06	7.9859904883e-03	1.9569454280e-05	7.9340814738e-06	1.1635372807e-05
1006              	-1.8419106354e-06	7.9856563692e-03	1.9498585793e-05	7.9073822612e-06	1.1591203532e-05
1007              	-1.8332151441e-06	7.9853235477e-03	1.9427980773e-05	7.8807752427e-06	1.1547205531e-05
1008              	-1.8245587266e-06	7.9849920198e-03	1.9357630852e-05	7.8542566994e-06	1.1503374153e-05
1009              	-1.8159416030e-06	7.9846617803e-03	1.9287535505e-05	7.8278261497e-06	1.1459709356e-05
1010              	-1.8073643190e-06	7.9843328236e-03	1.9217698260e-05	7.8014848110e-06	1.1416213449e-05
1011              	-1.7988275036e-06	7.9840051446e-03	1.9148121555e-05	7.7752332737e-06	1.1372888281e-05
1012              	-1.7903320667e-06	7.9836787385e-03	1.9078805594e-05	7.7490707303e-06	1.1329734864e-05
1013              	-1.7818789597e-06	7.9833536000e-03	1.9009749605e-05	7.7229958429e-06	1.1286753762e-05
1014              	-1.7734686104e-06	7.9830297239e-03	1.8940953233e-05	7.6970080060e-06	1.1243945227e-05
1015              	-1.7651003439e-06	7.9827071048e-03	1.8872415794e-05	7.6711075533e-06	1.1201308241e-05
1016              	-1.7567730060e-06	7.9823857386e-03	1.8804136213e-05	7.6452951007e-06	1.1158841113e-05
1017              	-1.7484858998e-06	7.9820656216e-03	1.8736113171e-05	7.6195706855e-06	1.1116542485e-05
1018              	-1.7402395945e-06	7.9817467502e-03	1.8668346212e-05	7.5939335115e-06	1.1074412701e-05
1019              	-1.7320357532e-06	7.9814291194e-03	1.8600836481e-05	7.5683824873e-06	1.1032453994e-05
1020              	-1.7238758220e-06	7.9811127236e-03	1.8533585496e-05	7.5429169261e-06	1.0990668570e-05
1021              	-1.7157597549e-06	7.9807975563e-03	1.8466593124e-05	7.5175368070e-06	1.0949056317e-05
1022              	-1.7076856526e-06	7.9804836118e-03	1.8399856570e-05	7.4922426325e-06	1.0907613938e-05
1023              	-1.6996506694e-06	7.9801708858e-03	1.8333371127e-05	7.4670348941e-06	1.0866336233e-05
1024              	-1.6916661599e-06	7.9798593872e-03	1.8267106857e-05	7.4418872688e-06	1.0825219589e-05
1025              	-1.6837415703e-06	7.9795492105e-03	1.8200980422e-05	7.4167486408e-06	1.0784231781e-05
1026              	-1.6758405800e-06	7.9792404091e-03	1.8134942036e-05	7.3916304380e-06	1.0743311598e-05
1027              	-1.6679542340e-06	7.9789329264e-03	1.8069073997e-05	7.3665827646e-06	1.0702491233e-05
1028              	-1.6601112392e-06	7.9786266513e-03	1.8003587972e-05	7.3416827470e-06	1.0661905225e-05
1029              	-1.6523401976e-06	7.9783215075e-03	1.7938647765e-05	7.3169836846e-06	1.0621664080e-05
1030              	-1.6446388645e-06	7.9780174873e-03	1.7874222235e-05	7.2924722530e-06	1.0581749982e-05
1031              	-1.6369809244e-06	7.9777146196e-03	1.7810113860e-05	7.2680760057e-06	1.0542037854e-05
1032              	-1.6293429179e-06	7.9774129250e-03	1.7746114859e-05	7.2437145115e-06	1.0502400347e-05
1033              	-1.6217204521e-06	7.9771123973e-03	1.7682140053e-05	7.2193495743e-06	1.0462790479e-05
1034              	-1.6141242703e-06	7.9768130161e-03	1.7618243842e-05	7.1949976505e-06	1.0423246191e-05
1035              	-1.6065669057e-06	7.9765147654e-03	1.7554540037e-05	7.1707031129e-06	1.0383836924e-05
1036              	-1.5990539402e-06	7.9762176411e-03	1.7491111947e-05	7.1465020335e-06	1.0344609914e-05
1037              	-1.5915836606e-06	7.9759216474e-03	1.7427978232e-05	7.1224054553e-06	1.0305572776e-05
1038              	-1.5841499762e-06	7.9756267900e-03	1.7365113733e-05	7.0984068903e-06	1.0266706843e-05
1039              	-1.5767446496e-06	7.9753330730e-03	1.7302486568e-05	7.0744986342e-06	1.0227987933e-05
1040              	-1.5693584401e-06	7.9750404993e-03	1.7240076314e-05	7.0506797169e-06	1.0189396597e-05
1041              	-1.5619842281e-06	7.9747490710e-03	1.7177872961e-05	7.0269522526e-06	1.0150920709e-05
1042              	-1.5546212548e-06	7.9744587878e-03	1.7115871542e-05	7.0033145162e-06	1.0112557026e-05
1043              	-1.5472771042e-06	7.9741696441e-03	1.7054072978e-05	6.9797593850e-06	1.0074313593e-05
1044              	-1.5399626294e-06	7.9738816288e-03	1.6992483418e-05	6.9562790798e-06	1.0036204339e-05
1045              	-1.5326834909e-06	7.9735947290e-03	1.6931109022e-05	6.9328710200e-06	9.9982380018e-06
1046              	-1.5254343310e-06	7.9733089358e-03	1.6869946376e-05	6.9095388570e-06	9.9604075191e-06
1047              	-1.5182020147e-06	7.9730242493e-03	1.6808981100e-05	6.8862885352e-06	9.9226925646e-06
1048              	-1.5109763936e-06	7.9727406759e-03	1.6748198637e-05	6.8631229251e-06	9.8850757122e-06
1049              	-1.5037601862e-06	7.9724582223e-03	1.6687598831e-05	6.8400392295e-06	9.8475596019e-06
1050              	-1.4965705583e-06	7.9721768873e-03	1.6627202499e-05	6.8170306913e-06	9.8101718080e-06
1051              	-1.4894306554e-06	7.9718966589e-03	1.6567043402e-05	6.7940910457e-06	9.7729523566e-06
1052              	-1.4823570271e-06	7.9716175186e-03	1.6507150586e-05	6.7712182659e-06	9.7359323201e-06
1053              	-1.4753516736e-06	7.9713394491e-03	1.6447534542e-05	6.7484155973e-06	9.6991189446e-06
1054              	-1.4684027299e-06	7.9710624402e-03	1.6388183868e-05	6.7256892042e-06	9.6624946640e-06
1055              	-1.4614923108e-06	7.9707864914e-03	1.6329073468e-05	6.7030444232e-06	9.6260290448e-06
1056              	-1.4546057843e-06	7.9705116075e-03	1.6270177337e-05	6.6804828842e-06	9.5896944529e-06
1057              	-1.4477373399e-06	7.9702377926e-03	1.6211479089e-05	6.6580022043e-06	9.5534768842e-06
1058              	-1.4408899342e-06	7.9699650460e-03	1.6152975445e-05	6.6355977881e-06	9.5173776566e-06
1059              	-1.4340705839e-06	7.9696933612e-03	1.6094672560e-05	6.6132656960e-06	9.4814068638e-06
1060              	-1.4272852138e-06	7.9694227278e-03	1.6036579473e-05	6.5910045228e-06	9.4455749504e-06
1061              	-1.4205351098e-06	7.9691531355e-03	1.5978701566e-05	6.5688156731e-06	9.4098858926e-06
1062              	-1.4138168235e-06	7.9688845767e-03	1.5921037611e-05	6.5467019821e-06	9.3743356291e-06
1063              	-1.4071241575e-06	7.9686170478e-03	1.5863580185e-05	6.5246659348e-06	9.3389142497e-06
1064              	-1.4004515549e-06	7.9683505479e-03	1.5806319736e-05	6.5027083133e-06	9.3036114231e-06
1065              	-1.3937963343e-06	7.9680850773e-03	1.5749248522e-05	6.4808279266e-06	9.2684205952e-06
1066              	-1.3871593986e-06	7.9678206354e-03	1.5692363953e-05	6.4590225779e-06	9.2333413751e-06
1067              	-1.3805442354e-06	7.9675572202e-03	1.5635668638e-05	6.4372900838e-06	9.1983785546e-06
1068              	-1.3739549463e-06	7.9672948285e-03	1.5579168312e-05	6.4156292098e-06	9.1635391024e-06
1069              	-1.3673945736e-06	7.9670334566e-03	1.5522868753e-05	6.3940398030e-06	9.1288289502e-06
1070              	-1.3608641788e-06	7.9667731013e-03	1.5466773052e-05	6.3725223473e-06	9.0942507049e-06
1071              	-1.3543633758e-06	7.9665137603e-03	1.5410881649e-05	6.3510774486e-06	9.0598042002e-06
1072              	-1.3478913487e-06	7.9662554318e-03	1.5355193251e-05	6.3297052769e-06	9.0254879743e-06
1073              	-1.3414480759e-06	7.9659981140e-03	1.5299707040e-05	6.3084054443e-06	8.9913015961e-06
1074              	-1.3350348407e-06	7.9657418041e-03	1.5244423926e-05	6.2871771222e-06	8.9572468036e-06
1075              	-1.3286542414e-06	7.9654864986e-03	1.5189347164e-05	6.2660193404e-06	8.9233278233e-06
1076              	-1.3223092850e-06	7.9652321929e-03	1.5134481186e-05	6.2449313081e-06	8.8895498781e-06
1077              	-1.3160024943e-06	7.9649788818e-03	1.5079830261e-05	6.2239126362e-06	8.8559176248e-06
1078              	-1.3097350913e-06	7.9647265605e-03	1.5025396862e-05	6.2029633400e-06	8.8224335225e-06
1079              	-1.3035068116e-06	7.9644752244e-03	1.4971181063e-05	6.1820837199e-06	8.7890973430e-06
1080              	-1.2973160693e-06	7.9642248701e-03	1.4917180552e-05	6.1612742070e-06	8.7559063455e-06
1081              	-1.2911605819e-06	7.9639754947e-03	1.4863391284e-05	6.1405350602e-06	8.7228562241e-06
1082              	-1.2850381701e-06	7.9637270959e-03	1.4809809017e-05	6.1198663384e-06	8.6899426786e-06
1083              	-1.2789470927e-06	7.9634796710e-03	1.4756429686e-05	6.0992677504e-06	8.6571619358e-06
1084              	-1.2728865982e-06	7.9632332170e-03	1.4703250917e-05	6.0787388605e-06	8.6245120569e-06
1085              	-1.2668569150e-06	7.9629877301e-03	1.4650272105e-05	6.0582791376e-06	8.5919929676e-06
1086              	-1.2608589353e-06	7.9627432058e-03	1.4597494136e-05	6.0378881327e-06	8.5596060033e-06
1087              	-1.2548937046e-06	7.9624996390e-03	1.4544918566e-05	6.0175655785e-06	8.5273529876e-06
1088              	-1.2489619997e-06	7.9622570247e-03	1.4492546529e-05	5.9973112647e-06	8.4952352641e-06
1089              	-1.2430640354e-06	7.9620153585e-03	1.4440378391e-05	5.9771251601e-06	8.4632532310e-06
1090              	-1.2371993818e-06	7.9617746357e-03	1.4388413239e-05	5.9570072375e-06	8.4314060011e-06
1091              	-1.2313670135e-06	7.9615348523e-03	1.4336649048e-05	5.9369575104e-06	8.3996915373e-06
1092              	-1.2255656142e-06	7.9612960043e-03	1.4285083139e-05	5.9169759555e-06	8.3681071839e-06
1093              	-1.2197936374e-06	7.9610580882e-03	1.4233712151e-05	5.8970624382e-06	8.3366497130e-06
1094              	-1.2140497366e-06	7.9608211008e-03	1.4182533005e-05	5.8772167661e-06	8.3053162393e-06
1095              	-1.2083327946e-06	7.9605850387e-03	1.4131542971e-05	5.8574386909e-06	8.2741042802e-06
1096              	-1.2026420939e-06	7.9603498987e-03	1.4080739976e-05	5.8377278942e-06	8.2430120820e-06
1097              	-1.1969773188e-06	7.9601156769e-03	1.4030122808e-05	5.8180840853e-06	8.2120387229e-06
1098              	-1.1913383911e-06	7.9598823698e-03	1.3979690756e-05	5.7985069872e-06	8.1811837693e-06
1099              	-1.1857253011e-06	7.9596499733e-03	1.3929443279e-05	5.7789963382e-06	8.1504469405e-06
1100              	-1.1801381634e-06	7.9594184837e-03	1.3879379979e-05	5.7595518263e-06	8.1198281531e-06
1101              	-1.1745770468e-06	7.9591878972e-03	1.3829500489e-05	5.7401731977e-06	8.0893272913e-06
1102              	-1.1690418983e-06	7.9589582099e-03	1.3779804180e-05	5.7208601917e-06	8.0589439884e-06
1103              	-1.1635327356e-06	7.9587294182e-03	1.3730290829e-05	5.7016126789e-06	8.0286781500e-06
1104              	-1.1580492733e-06	7.9585015185e-03	1.3680959348e-05	5.6824304006e-06	7.9985289473e-06
1105              	-1.1525911507e-06	7.9582745075e-03	1.3631808566e-05	5.6633131323e-06	7.9684954337e-06
1106              	-1.1471580036e-06	7.9580483818e-03	1.3582837288e-05	5.6442606406e-06	7.9385766477e-06
1107              	-1.1417494639e-06	7.9578231382e-03	1.3534044237e-05	5.6252726544e-06	7.9087715822e-06
1108              	-1.1363652676e-06	7.9575987734e-03	1.3485428426e-05	5.6063489454e-06	7.8790794807e-06
1109              	-1.1310051806e-06	7.9573752840e-03	1.3436988952e-05	5.5874892956e-06	7.8494996568e-06
1110              	-1.1256690555e-06	7.9571526666e-03	1.3388725130e-05	5.5686935095e-06	7.8200316206e-06
1111              	-1.1203567584e-06	7.9569309180e-03	1.3340636206e-05	5.5499613446e-06	7.7906748614e-06
1112              	-1.1150681931e-06	7.9567100346e-03	1.3292721513e-05	5.5312925634e-06	7.7614289496e-06
1113              	-1.1098033679e-06	7.9564900133e-03	1.3244980649e-05	5.5126869565e-06	7.7322936924e-06
1114              	-1.1045622579e-06	7.9562708507e-03	1.3197413008e-05	5.4941442459e-06	7.7032687617e-06
1115              	-1.0993448872e-06	7.9560525434e-03	1.3150018222e-05	5.4756642236e-06	7.6743539980e-06
1116              	-1.0941513090e-06	7.9558350882e-03	1.3102796001e-05	5.4572466916e-06	7.6455493095e-06
1117              	-1.0889815728e-06	7.9556184818e-03	1.3055745974e-05	5.4388914142e-06	7.6168545597e-06
1118              	-1.0838355501e-06	7.9554027210e-03	1.3008867422e-05	5.4205981611e-06	7.5882692612e-06
1119              	-1.0787132139e-06	7.9551878025e-03	1.2962159807e-05	5.4023666897e-06	7.5597931175e-06
1120              	-1.0736145806e-06	7.9549737231e-03	1.2915622880e-05	5.3841968595e-06	7.5314260208e-06
1121              	-1.0685395365e-06	7.9547604797e-03	1.2869255908e-05	5.3660884176e-06	7.5031674907e-06
1122              	-1.0634878483e-06	7.9545480691e-03	1.2823057990e-05	5.3480411469e-06	7.4750168435e-06
1123              	-1.0584595327e-06	7.9543364879e-03	1.2777028803e-05	5.3300548690e-06	7.4469739344e-06
1124              	-1.0534543858e-06	7.9541257330e-03	1.2731167510e-05	5.3121293692e-06	7.4190381408e-06
1125              	-1.0484722807e-06	7.9539158013e-03	1.2685473501e-05	5.2942644701e-06	7.3912090314e-06
1126              	-1.0435130244e-06	7.9537066897e-03	1.2639945840e-05	5.2764598955e-06	7.3634859443e-06
1127              	-1.0385766115e-06	7.9534983950e-03	1.2594584138e-05	5.2587154575e-06	7.3358686805e-06
1128              	-1.0336629191e-06	7.9532909142e-03	1.2549387761e-05	5.2410309616e-06	7.3083567998e-06
1129              	-1.0287718829e-06	7.9530842442e-03	1.2504356243e-05	5.2234062385e-06	7.2809500042e-06
1130              	-1.0239034256e-06	7.9528783818e-03	1.2459489010e-05	5.2058410795e-06	7.2536479308e-06
1131              	-1.0190574374e-06	7.9526733238e-03	1.2414785368e-05	5.1883352468e-06	7.2264501215e-06
1132              	-1.0142338587e-06	7.9524690670e-03	1.2370244788e-05	5.1708885351e-06	7.1993562525e-06
1133              	-1.0094326510e-06	7.9522656085e-03	1.2325866815e-05	5.1535007567e-06	7.1723660587e-06
1134              	-1.0046536953e-06	7.9520629451e-03	1.2281650753e-05	5.1361716813e-06	7.1454790719e-06
1135              	-9.9989692495e-07	7.9518610737e-03	1.2237596012e-05	5.1189010808e-06	7.1186949307e-06
1136              	-9.9516227191e-07	7.9516599915e-03	1.2193702064e-05	5.1016887603e-06	7.0920133041e-06
1137              	-9.9044968741e-07	7.9514596955e-03	1.2149968487e-05	5.0845345560e-06	7.0654339308e-06
1138              	-9.8575897919e-07	7.9512601827e-03	1.2106394467e-05	5.0674382542e-06	7.0389562126e-06
1139              	-9.8109011579e-07	7.9510614501e-03	1.2062979619e-05	5.0503996936e-06	7.0125799252e-06
1140              	-9.7644290639e-07	7.9508634947e-03	1.2019723147e-05	5.0334186669e-06	6.9863044796e-06
1141              	-9.7181729188e-07	7.9506663133e-03	1.1976624471e-05	5.0164949436e-06	6.9601295274e-06
1142              	-9.6721320310e-07	7.9504699031e-03	1.1933683106e-05	4.9996283499e-06	6.9340547561e-06
1143              	-9.6263043431e-07	7.9502742609e-03	1.1890898138e-05	4.9828186344e-06	6.9080795031e-06
1144              	-9.5806892091e-07	7.9500793838e-03	1.1848269184e-05	4.9660656710e-06	6.8822035128e-06
1145              	-9.5352860086e-07	7.9498852688e-03	1.1805795728e-05	4.9493692632e-06	6.8564264649e-06
1146              	-9.4900937505e-07	7.9496919130e-03	1.1763477119e-05	4.9327291847e-06	6.8307479348e-06
1147              	-9.4451116641e-07	7.9494993136e-03	1.1721312858e-05	4.9161452624e-06	6.8051675952e-06
1148              	-9.4003377488e-07	7.9493074676e-03	1.1679302030e-05	4.8996172400e-06	6.7796847898e-06
1149              	-9.3558298714e-07	7.9491163842e-03	1.1637428654e-05	4.8831313397e-06	6.7542973139e-06
1150              	-9.3113734477e-07	7.9489260594e-03	1.1595670709e-05	4.8666980095e-06	6.7289726990e-06
1151              	-9.2673824275e-07	7.9487364796e-03	1.1554134807e-05	4.8503291607e-06	6.7038056462e-06
1152              	-9.2241065375e-07	7.9485476359e-03	1.1512903347e-05	4.8340410195e-06	6.6788623270e-06
1153              	-9.1811619305e-07	7.9483595323e-03	1.1471868682e-05	4.8178181478e-06	6.6540505339e-06
1154              	-9.1380082240e-07	7.9481721728e-03	1.1430871487e-05	4.8016349213e-06	6.6292365661e-06
1155              	-9.0945815044e-07	7.9479855543e-03	1.1389888318e-05	4.7854860084e-06	6.6044023093e-06
1156              	-9.0512102756e-07	7.9477996682e-03	1.1349014034e-05	4.7693859896e-06	6.5796280448e-06
1157              	-9.0081754588e-07	7.9476145047e-03	1.1308333876e-05	4.7533493921e-06	6.5549844839e-06
1158              	-8.9655029906e-07	7.9474300584e-03	1.1267856758e-05	4.7373780798e-06	6.5304786780e-06
1159              	-8.9230793328e-07	7.9472463291e-03	1.1227543717e-05	4.7214639252e-06	6.5060797917e-06
1160              	-8.8808439348e-07	7.9470633182e-03	1.1187365434e-05	4.7055983236e-06	6.4817671106e-06
1161              	-8.8385092536e-07	7.9468809970e-03	1.1147385180e-05	4.6898416646e-06	6.4575435153e-06
1162              	-8.7967119707e-07	7.9466993488e-03	1.1107654716e-05	4.6741561607e-06	6.4334985549e-06
1163              	-8.7555393181e-07	7.9465183944e-03	1.1068116843e-05	4.6585044895e-06	6.4096123531e-06
1164              	-8.7145900720e-07	7.9463381716e-03	1.1028612403e-05	4.6428471942e-06	6.3857652085e-06
1165              	-8.6734146895e-07	7.9461586964e-03	1.0989029042e-05	4.6271730523e-06	6.3618559902e-06
1166              	-8.6320460664e-07	7.9459799493e-03	1.0949442133e-05	4.6115164601e-06	6.3379256734e-06
1167              	-8.5909297719e-07	7.9458018978e-03	1.0910074188e-05	4.5959441168e-06	6.3141300712e-06
1168              	-8.5503643246e-07	7.9456245251e-03	1.0871082423e-05	4.5805047788e-06	6.2905776438e-06
1169              	-8.5101843561e-07	7.9454478357e-03	1.0832409205e-05	4.5651861670e-06	6.2672230383e-06
1170              	-8.4699928045e-07	7.9452718426e-03	1.0793857310e-05	4.5499293743e-06	6.2439279352e-06
1171              	-8.4295956603e-07	7.9450965526e-03	1.0755286810e-05	4.5346838388e-06	6.2206029708e-06
1172              	-8.3891434824e-07	7.9449219618e-03	1.0716716619e-05	4.5194439615e-06	6.1972726580e-06
1173              	-8.3489133529e-07	7.9447480594e-03	1.0678259264e-05	4.5042382969e-06	6.1740209675e-06
1174              	-8.3090468294e-07	7.9445748356e-03	1.0639998009e-05	4.4890943217e-06	6.1509036876e-06
1175              	-8.2695110027e-07	7.9444022852e-03	1.0601935238e-05	4.4740165187e-06	6.1279187192e-06
1176              	-8.2302391704e-07	7.9442304070e-03	1.0564031817e-05	4.4589919914e-06	6.1050398255e-06
1177              	-8.1912347763e-07	7.9440592012e-03	1.0526265260e-05	4.4440091523e-06	6.0822561076e-06
1178              	-8.1525287571e-07	7.9438886666e-03	1.0488643138e-05	4.4290686935e-06	6.0595744449e-06
1179              	-8.1140886390e-07	7.9437188010e-03	1.0451177345e-05	4.4141798085e-06	6.0369975363e-06
1180              	-8.0758163271e-07	7.9435496026e-03	1.0413862129e-05	4.3993494320e-06	6.0145126974e-06
1181              	-8.0376440142e-07	7.9433810700e-03	1.0376680546e-05	4.3845758718e-06	5.9921046746e-06
1182              	-7.9996166141e-07	7.9432132011e-03	1.0339626600e-05	4.3698516387e-06	5.9697749615e-06
1183              	-7.9618527051e-07	7.9430459913e-03	1.0302711447e-05	4.3551704529e-06	5.9475409939e-06
1184              	-7.9244209799e-07	7.9428794338e-03	1.0265949297e-05	4.3405325504e-06	5.9254167464e-06
1185              	-7.8872523901e-07	7.9427135240e-03	1.0229337236e-05	4.3259433791e-06	5.9033938571e-06
1186              	-7.8501734908e-07	7.9425482604e-03	1.0192853065e-05	4.3114091834e-06	5.8814438815e-06
1187              	-7.8130299270e-07	7.9423836449e-03	1.0156470484e-05	4.2969322495e-06	5.8595382349e-06
1188              	-7.7757964713e-07	7.9422196794e-03	1.0120178908e-05	4.2825098068e-06	5.8376691011e-06
1189              	-7.7385859614e-07	7.9420563634e-03	1.0083989580e-05	4.2681361938e-06	5.8158533861e-06
1190              	-7.7015661340e-07	7.9418936930e-03	1.0047926105e-05	4.2538064393e-06	5.7941196661e-06
1191              	-7.6648547023e-07	7.9417316623e-03	1.0012008858e-05	4.2395189590e-06	5.7724898995e-06
1192              	-7.6284674702e-07	7.9415702652e-03	9.9762449732e-06	4.2252757396e-06	5.7509692336e-06
1193              	-7.5923388799e-07	7.9414094982e-03	9.9406287552e-06	4.2110804896e-06	5.7295482656e-06
1194              	-7.5563808255e-07	7.9412493600e-03	9.9051484574e-06	4.1969361462e-06	5.7082123113e-06
1195              	-7.5205367537e-07	7.9410898507e-03	9.8697938704e-06	4.1828432598e-06	5.6869506106e-06
1196              	-7.4848012808e-07	7.9409309703e-03	9.8345606347e-06	4.1688001893e-06	5.6657604454e-06
1197              	-7.4492069643e-07	7.9407727173e-03	9.7994498313e-06	4.1548042192e-06	5.6446456121e-06
1198              	-7.4137986224e-07	7.9406150885e-03	9.7644662067e-06	4.1408532411e-06	5.6236129656e-06
1199              	-7.3786071116e-07	7.9404580803e-03	9.7296147669e-06	4.1269466723e-06	5.6026680946e-06
1200              	-7.3436383040e-07	7.9403016887e-03	9.6948982067e-06	4.1130852729e-06	5.5818129337e-06
1201              	-7.3088760964e-07	7.9401459107e-03	9.6603161497e-06	4.0992704652e-06	5.5610456845e-06
1202              	-7.2742912404e-07	7.9399907438e-03	9.6258647353e-06	4.0855032436e-06	5.5403614917e-06
1203              	-7.2398567857e-07	7.9398361859e-03	9.5915389776e-06	4.0717838102e-06	5.5197551674e-06
1204              	-7.2055595452e-07	7.9396822349e-03	9.5573349847e-06	4.0581115378e-06	5.4992234469e-06
1205              	-7.1714020811e-07	7.9395288888e-03	9.5232514806e-06	4.0444855322e-06	5.4787659484e-06
1206              	-7.1373979169e-07	7.9393761449e-03	9.4892897428e-06	4.0309050797e-06	5.4583846631e-06
1207              	-7.1035601846e-07	7.9392240006e-03	9.4554516244e-06	4.0173697937e-06	5.4380818307e-06
1208              	-7.0698941175e-07	7.9390724532e-03	9.4217382630e-06	4.0038797197e-06	5.4178585432e-06
1209              	-7.0363927205e-07	7.9389215001e-03	9.3881486694e-06	3.9904350627e-06	5.3977136068e-06
1210              	-7.0030422956e-07	7.9387711390e-03	9.3546805926e-06	3.9770360668e-06	5.3776445259e-06
1211              	-6.9698266440e-07	7.9386213680e-03	9.3213308864e-06	3.9636827788e-06	5.3576481076e-06
1212              	-6.9367339254e-07	7.9384721851e-03	9.2880968260e-06	3.9503750205e-06	5.3377218056e-06
1213              	-6.9037606233e-07	7.9383235882e-03	9.2549770193e-06	3.9371124473e-06	5.3178645720e-06
1214              	-6.8709099987e-07	7.9381755752e-03	9.2219712631e-06	3.9238946317e-06	5.2980766314e-06
1215              	-6.8381905014e-07	7.9380281438e-03	9.1890804189e-06	3.9107211593e-06	5.2783592596e-06
1216              	-6.8056106565e-07	7.9378812913e-03	9.1563055507e-06	3.8975917097e-06	5.2587138410e-06
1217              	-6.7731779990e-07	7.9377350153e-03	9.1236478508e-06	3.8845061255e-06	5.2391417253e-06
1218              	-6.7408943890e-07	7.9375893132e-03	9.0911074545e-06	3.8714642884e-06	5.2196431662e-06
1219              	-6.7087588716e-07	7.9374441830e-03	9.0586841533e-06	3.8584661895e-06	5.2002179638e-06
1220              	-6.6767668720e-07	7.9372996223e-03	9.0263769892e-06	3.8455118074e-06	5.1808651818e-06
1221              	-6.6449124336e-07	7.9371556292e-03	8.9941846122e-06	3.8326010627e-06	5.1615835494e-06
1222              	-6.6131902164e-07	7.9370122019e-03	8.9621056852e-06	3.8197338210e-06	5.1423718642e-06
1223              	-6.5815975266e-07	7.9368693382e-03	8.9301392385e-06	3.8069098666e-06	5.1232293719e-06
1224              	-6.5501338939e-07	7.9367270363e-03	8.8982846376e-06	3.7941289294e-06	5.1041557082e-06
1225              	-6.5188017625e-07	7.9365852940e-03	8.8665419035e-06	3.7813907755e-06	5.0851511280e-06
1226              	-6.4876048031e-07	7.9364441092e-03	8.8349113560e-06	3.7686951977e-06	5.0662161583e-06
1227              	-6.4565465811e-07	7.9363034797e-03	8.8033934093e-06	3.7560420465e-06	5.0473513628e-06
1228              	-6.4256292587e-07	7.9361634032e-03	8.7719881792e-06	3.7434311637e-06	5.0285570155e-06
1229              	-6.3948538737e-07	7.9360238773e-03	8.7406956934e-06	3.7308624593e-06	5.0098332341e-06
1230              	-6.3642200508e-07	7.9358849001e-03	8.7095155757e-06	3.7183357828e-06	4.9911797929e-06
1231              	-6.3337267539e-07	7.9357464694e-03	8.6784474338e-06	3.7058510415e-06	4.9725963923e-06
1232              	-6.3033730186e-07	7.9356085831e-03	8.6474909948e-06	3.6934081956e-06	4.9540827993e-06
1233              	-6.2731568118e-07	7.9354712390e-03	8.6166454884e-06	3.6810070630e-06	4.9356384254e-06
1234              	-6.2430769115e-07	7.9353344348e-03	8.5859103866e-06	3.6686475021e-06	4.9172628844e-06
1235              	-6.2131337058e-07	7.9351981688e-03	8.5552854450e-06	3.6563293519e-06	4.8989560931e-06
1236              	-6.1833290625e-07	7.9350624390e-03	8.5247706840e-06	3.6440524357e-06	4.8807182482e-06
1237              	-6.1536664409e-07	7.9349272433e-03	8.4943664735e-06	3.6318165926e-06	4.8625498808e-06
1238              	-6.1241481184e-07	7.9347925796e-03	8.4640729493e-06	3.6196216628e-06	4.8444512865e-06
1239              	-6.0947766638e-07	7.9346584459e-03	8.4338902315e-06	3.6074674494e-06	4.8264227821e-06
1240              	-6.0655544046e-07	7.9345248400e-03	8.4038185521e-06	3.5953538356e-06	4.8084647165e-06
1241              	-6.0364819938e-07	7.9343917600e-03	8.3738577422e-06	3.5832806717e-06	4.7905770705e-06
1242              	-6.0075601951e-07	7.9342592039e-03	8.3440078112e-06	3.5712478861e-06	4.7727599251e-06
1243              	-5.9787869585e-07	7.9341271697e-03	8.3142681232e-06	3.5592553657e-06	4.7550127574e-06
1244              	-5.9501605460e-07	7.9339956553e-03	8.2846380459e-06	3.5473029684e-06	4.7373350776e-06
1245              	-5.9216787299e-07	7.9338646588e-03	8.2551169337e-06	3.5353905939e-06	4.7197263399e-06
1246              	-5.8933386680e-07	7.9337341781e-03	8.2257040725e-06	3.5235181694e-06	4.7021859030e-06
1247              	-5.8651379783e-07	7.9336042114e-03	8.1963988623e-06	3.5116856333e-06	4.6847132290e-06
1248              	-5.8370742678e-07	7.9334747567e-03	8.1672005422e-06	3.4998928443e-06	4.6673076979e-06
1249              	-5.8091444155e-07	7.9333458120e-03	8.1381082087e-06	3.4881396628e-06	4.6499685459e-06
