# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.13006         	5.31936974e-05	8.91083791e-05	1.34070558e-04	1.75421475e-04	9.86129297e-07	1.16686327e-06
0.13008         	5.30677557e-05	8.91285513e-05	1.34135163e-04	1.75364938e-04	9.86880840e-07	1.18387873e-06
0.1301          	5.29345849e-05	8.91768349e-05	1.34203431e-04	1.75294037e-04	9.88383872e-07	1.17890590e-06
0.13012         	5.28187694e-05	8.92280386e-05	1.34267234e-04	1.75213881e-04	9.90461571e-07	1.13755986e-06
0.13014         	5.26808427e-05	8.92569443e-05	1.34273080e-04	1.75158163e-04	9.93580377e-07	1.07882358e-06
0.13016         	5.25520446e-05	8.92838165e-05	1.34232158e-04	1.75109504e-04	9.96673821e-07	1.08499849e-06
0.13018         	5.24070670e-05	8.92960924e-05	1.34264327e-04	1.75058199e-04	1.00030895e-06	1.13306534e-06
0.1302          	5.22734948e-05	8.92909404e-05	1.34325361e-04	1.75001897e-04	9.86121270e-07	1.17326727e-06
0.13022         	5.21339166e-05	8.93091350e-05	1.34415144e-04	1.74934893e-04	9.88714939e-07	1.19931610e-06
0.13024         	5.19975237e-05	8.93587199e-05	1.34472558e-04	1.74858546e-04	9.92332418e-07	1.19215257e-06
0.13026         	5.18620817e-05	8.94089341e-05	1.34498082e-04	1.74769883e-04	9.95862171e-07	1.14165568e-06
0.13028         	5.17258313e-05	8.94504648e-05	1.34507045e-04	1.74703847e-04	9.99067426e-07	1.08089042e-06
0.1303          	5.15826529e-05	8.94710761e-05	1.34519398e-04	1.74660198e-04	1.00164811e-06	1.10165200e-06
0.13032         	5.14456526e-05	8.94863867e-05	1.34484331e-04	1.74604315e-04	9.86744670e-07	1.12486646e-06
0.13034         	5.12965216e-05	8.94811123e-05	1.34498446e-04	1.74532858e-04	9.87483148e-07	1.15792223e-06
0.13036         	5.11612334e-05	8.95059400e-05	1.34562639e-04	1.74464440e-04	9.88162275e-07	1.17438598e-06
0.13038         	5.10235091e-05	8.95543680e-05	1.34644652e-04	1.74377326e-04	9.88405629e-07	1.15760580e-06
0.1304          	5.08870464e-05	8.95990415e-05	1.34679345e-04	1.74275909e-04	9.88386583e-07	1.10695395e-06
0.13042         	5.07462233e-05	8.96418214e-05	1.34713158e-04	1.74209921e-04	9.88067300e-07	1.04839518e-06
0.13044         	5.06008567e-05	8.96709767e-05	1.34734505e-04	1.74157367e-04	9.87370324e-07	1.07983841e-06
0.13046         	5.04489568e-05	8.96935081e-05	1.34740138e-04	1.74108324e-04	9.86453402e-07	1.11153229e-06
0.13048         	5.02935223e-05	8.96744833e-05	1.34747263e-04	1.74031574e-04	9.85182509e-07	1.14923746e-06
0.1305          	5.01448384e-05	8.96969600e-05	1.34809256e-04	1.73969901e-04	9.84056850e-07	1.17090910e-06
0.13052         	5.00035149e-05	8.97471024e-05	1.34883702e-04	1.73889789e-04	9.82869702e-07	1.16388239e-06
0.13054         	4.98573570e-05	8.97937458e-05	1.34917582e-04	1.73801620e-04	9.82171795e-07	1.12609106e-06
0.13056         	4.97040158e-05	8.98349806e-05	1.34910196e-04	1.73712308e-04	9.81787518e-07	1.05826984e-06
0.13058         	4.95484741e-05	8.98723670e-05	1.34897446e-04	1.73636137e-04	9.82724013e-07	1.07471599e-06
0.1306          	4.93963766e-05	8.98936846e-05	1.34908070e-04	1.73578055e-04	9.84497424e-07	1.11462041e-06
0.13062         	4.92455378e-05	8.98952797e-05	1.34924829e-04	1.73509010e-04	9.86086770e-07	1.14978115e-06
0.13064         	4.90864282e-05	8.98957857e-05	1.34999887e-04	1.73432334e-04	9.87773072e-07	1.17228763e-06
0.13066         	4.89401228e-05	8.99567494e-05	1.35034342e-04	1.73348695e-04	9.89475220e-07	1.17851565e-06
0.13068         	4.87910769e-05	9.00138711e-05	1.35077855e-04	1.73249616e-04	9.91545141e-07	1.14636096e-06
0.1307          	4.86445425e-05	9.00523727e-05	1.35090616e-04	1.73166132e-04	9.94268971e-07	1.08419282e-06
0.13072         	4.84914216e-05	9.00883128e-05	1.35083177e-04	1.73092811e-04	9.97402399e-07	1.06737830e-06
0.13074         	4.83373644e-05	9.01124419e-05	1.35058780e-04	1.73027305e-04	1.00047537e-06	1.10521313e-06
0.13076         	4.81782701e-05	9.01153177e-05	1.35010940e-04	1.72954912e-04	9.86042111e-07	1.15051302e-06
0.13078         	4.80212435e-05	9.01257191e-05	1.35054962e-04	1.72873716e-04	9.88983659e-07	1.18194992e-06
0.1308          	4.78577731e-05	9.01700729e-05	1.35096485e-04	1.72787525e-04	9.92590435e-07	1.18531147e-06
0.13082         	4.77012130e-05	9.02256188e-05	1.35080530e-04	1.72688768e-04	9.96254400e-07	1.15039227e-06
0.13084         	4.75439583e-05	9.02766843e-05	1.35067103e-04	1.72599427e-04	9.99472612e-07	1.08259618e-06
0.13086         	4.73904457e-05	9.03012502e-05	1.35082323e-04	1.72541900e-04	1.00257273e-06	1.08696796e-06
0.13088         	4.72402890e-05	9.03231386e-05	1.35062775e-04	1.72481808e-04	9.85754989e-07	1.10592133e-06
0.1309          	4.70809103e-05	9.03255954e-05	1.35038420e-04	1.72395153e-04	9.86984519e-07	1.14065330e-06
0.13092         	4.69227894e-05	9.03344122e-05	1.35058589e-04	1.72318832e-04	9.88510388e-07	1.17056986e-06
0.13094         	4.67670396e-05	9.03851557e-05	1.35079044e-04	1.72231171e-04	9.89259949e-07	1.16502793e-06
0.13096         	4.66066530e-05	9.04262909e-05	1.35066792e-04	1.72118889e-04	9.89421969e-07	1.12439112e-06
0.13098         	4.64494611e-05	9.04689272e-05	1.35023987e-04	1.72027480e-04	9.89263879e-07	1.05977101e-06
0.131           	4.62876777e-05	9.05061339e-05	1.35006500e-04	1.71959692e-04	9.88788437e-07	1.06308353e-06
0.13102         	4.61271115e-05	9.05293963e-05	1.34957319e-04	1.71899476e-04	9.87820186e-07	1.10323847e-06
0.13104         	4.59618500e-05	9.05203201e-05	1.34880616e-04	1.71809263e-04	9.86390990e-07	1.13494634e-06
0.13106         	4.57976253e-05	9.05168411e-05	1.34891521e-04	1.71732535e-04	9.84924446e-07	1.16397859e-06
0.13108         	4.56451042e-05	9.05628496e-05	1.34900826e-04	1.71641177e-04	9.83232461e-07	1.16793705e-06
0.1311          	4.54870920e-05	9.06140112e-05	1.34897447e-04	1.71543110e-04	9.81374909e-07	1.14104666e-06
0.13112         	4.53270449e-05	9.06495158e-05	1.34898226e-04	1.71437707e-04	9.79548503e-07	1.08045666e-06
0.13114         	4.51580483e-05	9.06833619e-05	1.34864475e-04	1.71347151e-04	9.78177743e-07	1.06241202e-06
0.13116         	4.49916811e-05	9.07039185e-05	1.34803974e-04	1.71272599e-04	9.77947461e-07	1.10179773e-06
0.13118         	4.48271833e-05	9.07126484e-05	1.34764919e-04	1.71192953e-04	9.78848487e-07	1.13166427e-06
0.1312          	4.46581549e-05	9.06949594e-05	1.34744411e-04	1.71104107e-04	9.80290959e-07	1.16685219e-06
0.13122         	4.44994085e-05	9.07430313e-05	1.34720381e-04	1.71010676e-04	9.82005435e-07	1.17760920e-06
0.13124         	4.43409409e-05	9.07929389e-05	1.34667424e-04	1.70898781e-04	9.83902863e-07	1.15828826e-06
0.13126         	4.41875260e-05	9.08342575e-05	1.34625227e-04	1.70787820e-04	9.86404539e-07	1.10475595e-06
0.13128         	4.40258158e-05	9.08637647e-05	1.34612006e-04	1.70701236e-04	9.89923238e-07	1.06728163e-06
0.1313          	4.38615056e-05	9.08869880e-05	1.34542408e-04	1.70619659e-04	9.93945848e-07	1.08648994e-06
0.13132         	4.36924098e-05	9.08875157e-05	1.34456815e-04	1.70525367e-04	9.98088690e-07	1.13393218e-06
0.13134         	4.35271821e-05	9.08874922e-05	1.34472489e-04	1.70431354e-04	1.00206394e-06	1.16719671e-06
0.13136         	4.33589666e-05	9.09105614e-05	1.34475691e-04	1.70325814e-04	9.86025623e-07	1.18407854e-06
0.13138         	4.31934947e-05	9.09655994e-05	1.34431723e-04	1.70203957e-04	9.89402687e-07	1.16351548e-06
0.1314          	4.30376226e-05	9.10112814e-05	1.34377117e-04	1.70076847e-04	9.92906445e-07	1.10100021e-06
0.13142         	4.28760318e-05	9.10344662e-05	1.34308697e-04	1.69985704e-04	9.95988669e-07	1.07681316e-06
0.13144         	4.27143296e-05	9.10497429e-05	1.34189528e-04	1.69896613e-04	9.98917595e-07	1.09573703e-06
0.13146         	4.25479919e-05	9.10532414e-05	1.34063907e-04	1.69780410e-04	1.00163460e-06	1.13105492e-06
0.13148         	4.23782318e-05	9.10435594e-05	1.34016221e-04	1.69672931e-04	9.82045034e-07	1.16636203e-06
0.1315          	4.22178860e-05	9.10794657e-05	1.34005223e-04	1.69560712e-04	9.82658100e-07	1.17383911e-06
0.13152         	4.20569688e-05	9.11123148e-05	1.33975789e-04	1.69430141e-04	9.83528078e-07	1.14548905e-06
0.13154         	4.19026886e-05	9.11539384e-05	1.33932601e-04	1.69303763e-04	9.83883889e-07	1.08477883e-06
0.13156         	4.17426965e-05	9.11860386e-05	1.33874282e-04	1.69202125e-04	9.84322912e-07	1.06113321e-06
0.13158         	4.15834983e-05	9.12021831e-05	1.33782060e-04	1.69113846e-04	9.84158192e-07	1.10086783e-06
0.1316          	4.14160394e-05	9.11970244e-05	1.33656910e-04	1.69008473e-04	9.83818260e-07	1.12893470e-06
0.13162         	4.12484292e-05	9.11697662e-05	1.33588360e-04	1.68902809e-04	9.83809023e-07	1.16254134e-06
0.13164         	4.10968562e-05	9.12045946e-05	1.33538145e-04	1.68792674e-04	9.83411884e-07	1.17334913e-06
0.13166         	4.09427726e-05	9.12459290e-05	1.33472644e-04	1.68670120e-04	9.82853653e-07	1.15622870e-06
0.13168         	4.07886331e-05	9.12704586e-05	1.33428078e-04	1.68539706e-04	9.82291095e-07	1.10526743e-06
0.1317          	4.06267242e-05	9.12957362e-05	1.33330020e-04	1.68414625e-04	9.81907558e-07	1.05405323e-06
0.13172         	4.04663576e-05	9.13137697e-05	1.33188501e-04	1.68308970e-04	9.82181319e-07	1.09581588e-06
0.13174         	4.03070902e-05	9.13144704e-05	1.33062159e-04	1.68204361e-04	9.82743054e-07	1.12679270e-06
0.13176         	4.01486375e-05	9.12857892e-05	1.32978105e-04	1.68087676e-04	9.83850297e-07	1.16099716e-06
0.13178         	3.99926594e-05	9.13040665e-05	1.32940644e-04	1.67968160e-04	9.85552913e-07	1.17597454e-06
0.1318          	3.98448753e-05	9.13412969e-05	1.32894061e-04	1.67833979e-04	9.87927311e-07	1.16902807e-06
0.13182         	3.96963386e-05	9.13800889e-05	1.32830216e-04	1.67690076e-04	9.90839474e-07	1.12540243e-06
0.13184         	3.95449141e-05	9.13983149e-05	1.32776979e-04	1.67571278e-04	9.94192927e-07	1.06756434e-06
0.13186         	3.93894481e-05	9.14122566e-05	1.32689092e-04	1.67457077e-04	9.98019255e-07	1.07522376e-06
0.13188         	3.92316154e-05	9.14087216e-05	1.32544642e-04	1.67334825e-04	1.00274551e-06	1.12018740e-06
0.1319          	3.90789999e-05	9.13911393e-05	1.32415881e-04	1.67212767e-04	9.86434372e-07	1.15776246e-06
0.13192         	3.89304047e-05	9.13973558e-05	1.32320366e-04	1.67074810e-04	9.90483439e-07	1.18117694e-06
0.13194         	3.87800366e-05	9.14363837e-05	1.32256888e-04	1.66930522e-04	9.95079256e-07	1.17313568e-06
0.13196         	3.86405462e-05	9.14727010e-05	1.32203805e-04	1.66772071e-04	9.99742991e-07	1.11983943e-06
0.13198         	3.84935944e-05	9.14954686e-05	1.32117259e-04	1.66643426e-04	1.00426582e-06	1.07108085e-06
0.132           	3.83458936e-05	9.15004183e-05	1.32010738e-04	1.66527603e-04	9.88971839e-07	1.10341023e-06
0.13202         	3.81968513e-05	9.14996326e-05	1.31912538e-04	1.66393584e-04	9.92340797e-07	1.12766670e-06
0.13204         	3.80439731e-05	9.14747450e-05	1.31833113e-04	1.66258220e-04	9.96169407e-07	1.16515866e-06
0.13206         	3.79056261e-05	9.14926627e-05	1.31752971e-04	1.66117223e-04	9.99352770e-07	1.18286005e-06
0.13208         	3.77632316e-05	9.15222434e-05	1.31695313e-04	1.65957513e-04	1.00201950e-06	1.16548015e-06
0.1321          	3.76262151e-05	9.15530134e-05	1.31590700e-04	1.65789940e-04	9.83474101e-07	1.11796464e-06
0.13212         	3.74865191e-05	9.15766357e-05	1.31446534e-04	1.65648424e-04	9.84366644e-07	1.06463539e-06
0.13214         	3.73430043e-05	9.15838686e-05	1.31282038e-04	1.65520181e-04	9.85364437e-07	1.10048987e-06
0.13216         	3.71938649e-05	9.15825097e-05	1.31164006e-04	1.65388325e-04	9.85931121e-07	1.12987821e-06
0.13218         	3.70456072e-05	9.15424507e-05	1.31076095e-04	1.65241841e-04	9.86237875e-07	1.16468038e-06
0.1322          	3.69115700e-05	9.15549470e-05	1.31010914e-04	1.65102431e-04	9.86174236e-07	1.18192327e-06
0.13222         	3.67838636e-05	9.15850865e-05	1.30916980e-04	1.64948741e-04	9.85799001e-07	1.17234246e-06
0.13224         	3.66502940e-05	9.16054894e-05	1.30835720e-04	1.64791471e-04	9.85538702e-07	1.13152147e-06
0.13226         	3.65107806e-05	9.16218861e-05	1.30717097e-04	1.64638204e-04	9.85896212e-07	1.05741425e-06
0.13228         	3.63690371e-05	9.16324397e-05	1.30544997e-04	1.64498847e-04	9.87383874e-07	1.08878607e-06
0.1323          	3.62272905e-05	9.16243305e-05	1.30378377e-04	1.64373441e-04	9.88986361e-07	1.12710104e-06
0.13232         	3.60885023e-05	9.15935677e-05	1.30256930e-04	1.64234438e-04	9.91034196e-07	1.15886750e-06
0.13234         	3.59473770e-05	9.15795977e-05	1.30201684e-04	1.64093360e-04	9.93372741e-07	1.17534061e-06
0.13236         	3.58184284e-05	9.16115048e-05	1.30102711e-04	1.63943453e-04	9.95942079e-07	1.17976044e-06
0.13238         	3.56905894e-05	9.16421078e-05	1.29980495e-04	1.63777442e-04	9.98832611e-07	1.14281524e-06
0.1324          	3.55599970e-05	9.16497345e-05	1.29825575e-04	1.63632209e-04	1.00213112e-06	1.07022860e-06
0.13242         	3.54254797e-05	9.16547216e-05	1.29672334e-04	1.63496169e-04	9.86412129e-07	1.06418272e-06
0.13244         	3.52886689e-05	9.16479284e-05	1.29502796e-04	1.63362053e-04	9.89661443e-07	1.10894573e-06
0.13246         	3.51503460e-05	9.16198950e-05	1.29363251e-04	1.63220435e-04	9.94099301e-07	1.14930789e-06
0.13248         	3.50206596e-05	9.16069868e-05	1.29285532e-04	1.63069286e-04	9.98782968e-07	1.17930123e-06
0.1325          	3.48866837e-05	9.16263205e-05	1.29227052e-04	1.62913917e-04	1.00372369e-06	1.18045730e-06
0.13252         	3.47658861e-05	9.16494102e-05	1.29137281e-04	1.62745089e-04	9.91389605e-07	1.15372662e-06
0.13254         	3.46406679e-05	9.16700696e-05	1.28990119e-04	1.62591300e-04	9.96281221e-07	1.08657786e-06
0.13256         	3.45121160e-05	9.16625474e-05	1.28809731e-04	1.62458531e-04	1.00165213e-06	1.09770909e-06
0.13258         	3.43885952e-05	9.16504508e-05	1.28596883e-04	1.62319605e-04	9.90713866e-07	1.13492100e-06
0.1326          	3.42585432e-05	9.16204407e-05	1.28377757e-04	1.62167595e-04	9.94126367e-07	1.16938827e-06
0.13262         	3.41373253e-05	9.16080909e-05	1.28265299e-04	1.62021812e-04	9.97911948e-07	1.19677652e-06
0.13264         	3.40176333e-05	9.16270446e-05	1.28219171e-04	1.61860694e-04	1.00107819e-06	1.18876930e-06
0.13266         	3.38970473e-05	9.16394917e-05	1.28119683e-04	1.61684682e-04	9.86861893e-07	1.15181870e-06
0.13268         	3.37796567e-05	9.16491167e-05	1.28001023e-04	1.61532482e-04	9.87699283e-07	1.08146102e-06
0.1327          	3.36572037e-05	9.16511035e-05	1.27835272e-04	1.61399463e-04	9.88950325e-07	1.09986815e-06
0.13272         	3.35323367e-05	9.16401933e-05	1.27658799e-04	1.61274419e-04	9.89992068e-07	1.13579166e-06
0.13274         	3.34069562e-05	9.15939224e-05	1.27454576e-04	1.61123366e-04	9.90749073e-07	1.16831349e-06
0.13276         	3.32881761e-05	9.15714597e-05	1.27345782e-04	1.60994972e-04	9.91237352e-07	1.19354314e-06
0.13278         	3.31763911e-05	9.15851305e-05	1.27222196e-04	1.60844993e-04	9.91928679e-07	1.19208196e-06
0.1328          	3.30617212e-05	9.15996938e-05	1.27052499e-04	1.60688808e-04	9.93043231e-07	1.15799931e-06
0.13282         	3.29434280e-05	9.16012866e-05	1.26875247e-04	1.60531105e-04	9.94276289e-07	1.09051325e-06
0.13284         	3.28203713e-05	9.16002390e-05	1.26722928e-04	1.60387468e-04	9.95779963e-07	1.08854367e-06
0.13286         	3.27000597e-05	9.15817904e-05	1.26550096e-04	1.60261427e-04	9.97363930e-07	1.12941902e-06
0.13288         	3.25861342e-05	9.15499404e-05	1.26357200e-04	1.60128744e-04	9.99346297e-07	1.15876825e-06
0.1329          	3.24678580e-05	9.15053834e-05	1.26206787e-04	1.59988069e-04	1.00172747e-06	1.18505246e-06
0.13292         	3.23596786e-05	9.15202811e-05	1.26079986e-04	1.59846248e-04	9.87096719e-07	1.19672253e-06
0.13294         	3.22507769e-05	9.15345235e-05	1.25922801e-04	1.59688741e-04	9.88389754e-07	1.16457950e-06
0.13296         	3.21454360e-05	9.15353774e-05	1.25723242e-04	1.59544897e-04	9.91444576e-07	1.09919228e-06
0.13298         	3.20340090e-05	9.15292454e-05	1.25508241e-04	1.59416937e-04	9.94750448e-07	1.06866717e-06
0.133           	3.19230640e-05	9.15133118e-05	1.25359686e-04	1.59296772e-04	9.98270688e-07	1.09851233e-06
0.13302         	3.18113156e-05	9.14776608e-05	1.25182902e-04	1.59170166e-04	1.00225557e-06	1.14617509e-06
0.13304         	3.17049086e-05	9.14426162e-05	1.25025027e-04	1.59040726e-04	9.93038954e-07	1.18216922e-06
0.13306         	3.15952901e-05	9.14397407e-05	1.24862523e-04	1.58906948e-04	9.96362188e-07	1.19598213e-06
0.13308         	3.14944215e-05	9.14572100e-05	1.24677120e-04	1.58759952e-04	1.00145180e-06	1.17105904e-06
0.1331          	3.13997604e-05	9.14659065e-05	1.24465055e-04	1.58618001e-04	9.94062431e-07	1.10757375e-06
0.13312         	3.12997213e-05	9.14493018e-05	1.24257630e-04	1.58506178e-04	9.97859785e-07	1.09639162e-06
0.13314         	3.12051971e-05	9.14291507e-05	1.24058034e-04	1.58395111e-04	1.00299136e-06	1.12813032e-06
0.13316         	3.11052802e-05	9.13915730e-05	1.23874798e-04	1.58261240e-04	9.94781269e-07	1.17432066e-06
0.13318         	3.10059417e-05	9.13528252e-05	1.23768421e-04	1.58144292e-04	9.97069155e-07	1.20437622e-06
0.1332          	3.09144551e-05	9.13576224e-05	1.23649215e-04	1.58012074e-04	1.00057678e-06	1.20386118e-06
0.13322         	3.08211424e-05	9.13530925e-05	1.23475961e-04	1.57862175e-04	9.90664103e-07	1.17684225e-06
0.13324         	3.07325789e-05	9.13529107e-05	1.23263342e-04	1.57727590e-04	9.91516703e-07	1.11381190e-06
0.13326         	3.06406209e-05	9.13468410e-05	1.23025078e-04	1.57619332e-04	9.93694295e-07	1.09911761e-06
0.13328         	3.05543142e-05	9.13244991e-05	1.22738353e-04	1.57523011e-04	9.95591496e-07	1.14023671e-06
0.1333          	3.04656310e-05	9.12741881e-05	1.22510169e-04	1.57405547e-04	9.97227997e-07	1.16642151e-06
0.13332         	3.03764686e-05	9.12177884e-05	1.22390960e-04	1.57298444e-04	9.98580737e-07	1.19815014e-06
0.13334         	3.03039854e-05	9.12190363e-05	1.22299852e-04	1.57180450e-04	9.99771620e-07	1.20332501e-06
0.13336         	3.02298212e-05	9.12231584e-05	1.22165730e-04	1.57053796e-04	1.00104132e-06	1.17919485e-06
0.13338         	3.01562061e-05	9.12104251e-05	1.21969067e-04	1.56924642e-04	9.88925890e-07	1.12600236e-06
0.1334          	3.00775008e-05	9.11967735e-05	1.21747005e-04	1.56808572e-04	9.88107616e-07	1.08952718e-06
0.13342         	3.00051453e-05	9.11721711e-05	1.21482453e-04	1.56708474e-04	9.89698772e-07	1.13372557e-06
0.13344         	2.99370933e-05	9.11339375e-05	1.21246933e-04	1.56611744e-04	9.91598154e-07	1.15964851e-06
0.13346         	2.98691164e-05	9.10664428e-05	1.21072518e-04	1.56500228e-04	9.94169011e-07	1.19280281e-06
0.13348         	2.98112574e-05	9.10583122e-05	1.20904175e-04	1.56390881e-04	9.97260646e-07	1.20330369e-06
0.1335          	2.97571234e-05	9.10558996e-05	1.20749591e-04	1.56267129e-04	1.00085086e-06	1.18259920e-06
0.13352         	2.97083157e-05	9.10496957e-05	1.20578651e-04	1.56141583e-04	9.91838649e-07	1.13249077e-06
0.13354         	2.96569658e-05	9.10272024e-05	1.20371772e-04	1.56044622e-04	9.93554068e-07	1.08260892e-06
0.13356         	2.96089659e-05	9.09996568e-05	1.20140943e-04	1.55953820e-04	9.98523539e-07	1.09977978e-06
0.13358         	2.95601554e-05	9.09506161e-05	1.19879060e-04	1.55852789e-04	1.00395321e-06	1.14554330e-06
0.1336          	2.95191401e-05	9.08985903e-05	1.19673463e-04	1.55754575e-04	9.96625288e-07	1.18566434e-06
0.13362         	2.94788388e-05	9.08665641e-05	1.19506959e-04	1.55643170e-04	9.99135982e-07	1.20579352e-06
0.13364         	2.94403422e-05	9.08667001e-05	1.19306026e-04	1.55529425e-04	1.00439203e-06	1.18766881e-06
0.13366         	2.94151157e-05	9.08591124e-05	1.19105148e-04	1.55407317e-04	9.96397556e-07	1.13337176e-06
0.13368         	2.93847012e-05	9.08338293e-05	1.18954957e-04	1.55320576e-04	9.98577635e-07	1.09574778e-06
0.1337          	2.93584398e-05	9.07952440e-05	1.18756284e-04	1.55237102e-04	1.00295898e-06	1.13186188e-06
0.13372         	2.93332284e-05	9.07455561e-05	1.18491395e-04	1.55131620e-04	9.94284063e-07	1.16510308e-06
0.13374         	2.93052211e-05	9.06803419e-05	1.18257166e-04	1.55037628e-04	9.95581815e-07	1.19658273e-06
0.13376         	2.92932181e-05	9.06613663e-05	1.18061626e-04	1.54933719e-04	9.99326176e-07	1.20718332e-06
0.13378         	2.92750431e-05	9.06414246e-05	1.17847676e-04	1.54814710e-04	1.00262428e-06	1.18110576e-06
0.1338          	2.92670813e-05	9.06284663e-05	1.17650489e-04	1.54697640e-04	1.00005056e-06	1.13481933e-06
0.13382         	2.92614093e-05	9.06055262e-05	1.17456363e-04	1.54607661e-04	9.94623916e-07	1.10699850e-06
0.13384         	2.92575029e-05	9.05666126e-05	1.17289412e-04	1.54531157e-04	9.94762812e-07	1.14308857e-06
0.13386         	2.92499401e-05	9.05102149e-05	1.17088799e-04	1.54445226e-04	9.97606512e-07	1.16753401e-06
0.13388         	2.92405101e-05	9.04293168e-05	1.16903283e-04	1.54356993e-04	1.00027672e-06	1.19788505e-06
0.1339          	2.92468772e-05	9.04054080e-05	1.16723927e-04	1.54270240e-04	9.94417052e-07	1.21806885e-06
0.13392         	2.92576290e-05	9.03918182e-05	1.16504448e-04	1.54173964e-04	9.93336660e-07	1.20128646e-06
0.13394         	2.92701690e-05	9.03649674e-05	1.16262751e-04	1.54076545e-04	9.95076632e-07	1.15192992e-06
0.13396         	2.92776799e-05	9.03367684e-05	1.16007726e-04	1.53984279e-04	9.97019036e-07	1.08921448e-06
0.13398         	2.92932940e-05	9.03009461e-05	1.15753945e-04	1.53908695e-04	9.99242361e-07	1.12667470e-06
0.134           	2.93112532e-05	9.02473256e-05	1.15550702e-04	1.53843018e-04	1.00144477e-06	1.15990649e-06
0.13402         	2.93281690e-05	9.01687007e-05	1.15396913e-04	1.53764929e-04	9.98784943e-07	1.19561491e-06
0.13404         	2.93431103e-05	9.01267239e-05	1.15247475e-04	1.53689805e-04	9.98046684e-07	1.20664903e-06
0.13406         	2.93752538e-05	9.01108072e-05	1.15062760e-04	1.53606839e-04	1.00009549e-06	1.19756767e-06
0.13408         	2.94122446e-05	9.00964848e-05	1.14829706e-04	1.53515811e-04	9.96917997e-07	1.16010901e-06
0.1341          	2.94473882e-05	9.00593622e-05	1.14585383e-04	1.53448962e-04	9.95912710e-07	1.09830720e-06
0.13412         	2.94859907e-05	9.00185402e-05	1.14339686e-04	1.53387931e-04	9.98100621e-07	1.09726939e-06
0.13414         	2.95267035e-05	8.99606839e-05	1.14056724e-04	1.53322513e-04	1.00081160e-06	1.14002258e-06
0.13416         	2.95699383e-05	8.98865449e-05	1.13873199e-04	1.53258950e-04	9.97620058e-07	1.17933840e-06
0.13418         	2.96184480e-05	8.98360369e-05	1.13737552e-04	1.53184271e-04	9.96983252e-07	1.20521903e-06
0.1342          	2.96680856e-05	8.98160911e-05	1.13577462e-04	1.53106757e-04	1.00016183e-06	1.20286256e-06
0.13422         	2.97320092e-05	8.97939288e-05	1.13356850e-04	1.53018666e-04	9.98662077e-07	1.15893477e-06
0.13424         	2.97927182e-05	8.97639929e-05	1.13108681e-04	1.52956570e-04	9.98650391e-07	1.10219610e-06
0.13426         	2.98558254e-05	8.97096209e-05	1.12844850e-04	1.52908486e-04	1.00213780e-06	1.12830980e-06
0.13428         	2.99203162e-05	8.96480825e-05	1.12558562e-04	1.52848345e-04	1.00158833e-06	1.15460758e-06
0.1343          	2.99810605e-05	8.95656089e-05	1.12306321e-04	1.52784873e-04	9.98811315e-07	1.19365130e-06
0.13432         	3.00588774e-05	8.95192734e-05	1.12139042e-04	1.52721739e-04	9.98284907e-07	1.21404121e-06
0.13434         	3.01337778e-05	8.94915249e-05	1.11994493e-04	1.52642564e-04	1.00111128e-06	1.19628333e-06
0.13436         	3.02182367e-05	8.94613145e-05	1.11835221e-04	1.52558400e-04	1.00200566e-06	1.15844376e-06
0.13438         	3.03010087e-05	8.94242528e-05	1.11654275e-04	1.52500820e-04	1.00069040e-06	1.11167707e-06
0.1344          	3.03875101e-05	8.93756834e-05	1.11415499e-04	1.52459776e-04	9.99542399e-07	1.15079128e-06
0.13442         	3.04723322e-05	8.93096006e-05	1.11119427e-04	1.52422551e-04	9.98176939e-07	1.17557339e-06
0.13444         	3.05563951e-05	8.92129224e-05	1.10828899e-04	1.52367053e-04	9.99775786e-07	1.20128659e-06
0.13446         	3.06510777e-05	8.91594773e-05	1.10624688e-04	1.52324415e-04	1.00131797e-06	1.21854628e-06
0.13448         	3.07507141e-05	8.91290011e-05	1.10443074e-04	1.52264216e-04	1.00383197e-06	1.21919136e-06
0.1345          	3.08481150e-05	8.90939752e-05	1.10256065e-04	1.52199422e-04	1.00356864e-06	1.18872955e-06
0.13452         	3.09465369e-05	8.90495109e-05	1.10118379e-04	1.52137972e-04	1.00184382e-06	1.12517730e-06
0.13454         	3.10472429e-05	8.89992482e-05	1.09931923e-04	1.52090033e-04	1.00111167e-06	1.15087835e-06
0.13456         	3.11523617e-05	8.89295380e-05	1.09684659e-04	1.52056792e-04	9.99960542e-07	1.19114438e-06
0.13458         	3.12614675e-05	8.88414682e-05	1.09421555e-04	1.52014214e-04	9.96610331e-07	1.21309201e-06
0.1346          	3.13704093e-05	8.87609713e-05	1.09218710e-04	1.51968306e-04	9.96160971e-07	1.22819716e-06
0.13462         	3.14946801e-05	8.87362264e-05	1.08998747e-04	1.51918217e-04	9.95960581e-07	1.22678497e-06
0.13464         	3.16160320e-05	8.87065519e-05	1.08768329e-04	1.51853897e-04	9.96075999e-07	1.19329087e-06
0.13466         	3.17436772e-05	8.86585151e-05	1.08541657e-04	1.51808558e-04	9.96488173e-07	1.12195289e-06
0.13468         	3.18679432e-05	8.86014203e-05	1.08370089e-04	1.51773275e-04	9.97385924e-07	1.10297805e-06
