# Residuals     
# Time          	p               	Ux              	Uz              	e               	k               	omega           
0.02166         	4.49154973e-03	2.61623251e-03	2.29093171e-03	2.94129856e-03	3.04941215e-05	1.32590245e-05
0.02168         	4.50081668e-03	2.61227038e-03	2.28843948e-03	2.93644162e-03	3.04175046e-05	1.31570154e-05
0.0217          	4.50938913e-03	2.60801716e-03	2.28592418e-03	2.93134301e-03	3.03417293e-05	1.30436908e-05
0.02172         	4.51717039e-03	2.60342244e-03	2.28324878e-03	2.92595265e-03	3.02631990e-05	1.29739381e-05
0.02174         	4.52427623e-03	2.59838669e-03	2.28053757e-03	2.92030041e-03	3.01852009e-05	1.29650412e-05
0.02176         	4.53044015e-03	2.59310999e-03	2.27816667e-03	2.91447322e-03	3.01061589e-05	1.29359772e-05
0.02178         	4.53579481e-03	2.58759091e-03	2.27562364e-03	2.90830159e-03	3.00266572e-05	1.28932496e-05
0.0218          	4.54042819e-03	2.58173968e-03	2.27348120e-03	2.90190430e-03	2.99500676e-05	1.28308450e-05
0.02182         	4.54456595e-03	2.57557468e-03	2.27241547e-03	2.89533159e-03	2.98718464e-05	1.27573561e-05
0.02184         	4.54860254e-03	2.56922748e-03	2.27182463e-03	2.88855684e-03	2.97905739e-05	1.26640364e-05
0.02186         	4.55240237e-03	2.56247934e-03	2.27151018e-03	2.88162853e-03	2.97085271e-05	1.25925845e-05
0.02188         	4.55583194e-03	2.55527312e-03	2.27112363e-03	2.87438893e-03	2.96275929e-05	1.25894889e-05
0.0219          	4.55856801e-03	2.54783135e-03	2.27104464e-03	2.86687532e-03	2.95448091e-05	1.25737347e-05
0.02192         	4.56053909e-03	2.54030068e-03	2.27120432e-03	2.85927181e-03	2.94634595e-05	1.25334091e-05
0.02194         	4.56171018e-03	2.53239681e-03	2.27203009e-03	2.85137114e-03	2.93837836e-05	1.24736746e-05
0.02196         	4.56212893e-03	2.52432275e-03	2.27336067e-03	2.84313804e-03	2.93058996e-05	1.23967002e-05
0.02198         	4.56167614e-03	2.51602569e-03	2.27526605e-03	2.83467405e-03	2.92303176e-05	1.23158977e-05
0.022           	4.56049948e-03	2.50732816e-03	2.27756820e-03	2.82611421e-03	2.91516171e-05	1.22635476e-05
0.02202         	4.55849832e-03	2.49855328e-03	2.28062274e-03	2.81734814e-03	2.90705182e-05	1.22644919e-05
0.02204         	4.55594395e-03	2.48955292e-03	2.28413400e-03	2.80848390e-03	2.89918116e-05	1.22416096e-05
0.02206         	4.55279947e-03	2.48036257e-03	2.28905054e-03	2.79935023e-03	2.89123418e-05	1.21974985e-05
0.02208         	4.54903360e-03	2.47114143e-03	2.29505355e-03	2.79008179e-03	2.88323044e-05	1.21347385e-05
0.0221          	4.54481361e-03	2.46179032e-03	2.30111281e-03	2.78071734e-03	2.87503646e-05	1.20464893e-05
0.02212         	4.53991170e-03	2.45235635e-03	2.30724550e-03	2.77142602e-03	2.86693153e-05	1.19463128e-05
0.02214         	4.53446798e-03	2.44269249e-03	2.31386141e-03	2.76211707e-03	2.85880318e-05	1.18869315e-05
0.02216         	4.52865716e-03	2.43291291e-03	2.32089404e-03	2.75298297e-03	2.85036783e-05	1.18950691e-05
0.02218         	4.52211262e-03	2.42307342e-03	2.32877340e-03	2.74393008e-03	2.84186746e-05	1.18918937e-05
0.0222          	4.51548435e-03	2.41318357e-03	2.33741751e-03	2.73488944e-03	2.83342995e-05	1.18669192e-05
0.02222         	4.50843996e-03	2.40325642e-03	2.34658615e-03	2.72577056e-03	2.82519662e-05	1.18044211e-05
0.02224         	4.50101303e-03	2.39313649e-03	2.35663789e-03	2.71648372e-03	2.81663704e-05	1.17125084e-05
0.02226         	4.49291680e-03	2.38300226e-03	2.36705910e-03	2.70718367e-03	2.80775037e-05	1.16172388e-05
0.02228         	4.48413383e-03	2.37278733e-03	2.37822144e-03	2.69788511e-03	2.79871445e-05	1.15488944e-05
0.0223          	4.47512288e-03	2.36247174e-03	2.39088804e-03	2.68872292e-03	2.78965224e-05	1.15554258e-05
0.02232         	4.46557512e-03	2.35205004e-03	2.40482457e-03	2.67965133e-03	2.78077780e-05	1.15487079e-05
0.02234         	4.45526511e-03	2.34174638e-03	2.41972022e-03	2.67048165e-03	2.77236613e-05	1.15173388e-05
0.02236         	4.44449431e-03	2.33134214e-03	2.43510192e-03	2.66143702e-03	2.76410992e-05	1.14768517e-05
0.02238         	4.43330542e-03	2.32116557e-03	2.45099528e-03	2.65246029e-03	2.75585825e-05	1.14139938e-05
0.0224          	4.42159392e-03	2.31091569e-03	2.46727491e-03	2.64337736e-03	2.74760916e-05	1.13289905e-05
0.02242         	4.40983209e-03	2.30068779e-03	2.48365954e-03	2.63436775e-03	2.73919237e-05	1.12441928e-05
0.02244         	4.39756156e-03	2.29055502e-03	2.50025956e-03	2.62515072e-03	2.73078170e-05	1.12520673e-05
0.02246         	4.38463891e-03	2.28055802e-03	2.51706494e-03	2.61602846e-03	2.72220385e-05	1.12494513e-05
0.02248         	4.37141176e-03	2.27071812e-03	2.53485379e-03	2.60684793e-03	2.71378726e-05	1.12167221e-05
0.0225          	4.35745176e-03	2.26087881e-03	2.55308785e-03	2.59774317e-03	2.70552531e-05	1.11690252e-05
0.02252         	4.34319999e-03	2.25113522e-03	2.57146819e-03	2.58864934e-03	2.69720752e-05	1.11047190e-05
0.02254         	4.32871617e-03	2.24155130e-03	2.58956428e-03	2.57939835e-03	2.68874997e-05	1.10310791e-05
0.02256         	4.31392812e-03	2.23213488e-03	2.60792448e-03	2.57006970e-03	2.68032959e-05	1.09733764e-05
0.02258         	4.29864265e-03	2.22268032e-03	2.62656066e-03	2.56068615e-03	2.67200165e-05	1.09717191e-05
0.0226          	4.28294390e-03	2.21314702e-03	2.64530623e-03	2.55122771e-03	2.66349490e-05	1.09709633e-05
0.02262         	4.26673508e-03	2.20368453e-03	2.66399630e-03	2.54177820e-03	2.65491907e-05	1.09550163e-05
0.02264         	4.25036334e-03	2.19420875e-03	2.68248082e-03	2.53249398e-03	2.64667853e-05	1.09183554e-05
0.02266         	4.23375101e-03	2.18474434e-03	2.70103888e-03	2.52327223e-03	2.63837865e-05	1.08454899e-05
0.02268         	4.21697578e-03	2.17530535e-03	2.71935192e-03	2.51400617e-03	2.62990772e-05	1.07551050e-05
0.0227          	4.19947141e-03	2.16584536e-03	2.73736934e-03	2.50493437e-03	2.62155786e-05	1.06966163e-05
0.02272         	4.18196004e-03	2.15653767e-03	2.75523744e-03	2.49588161e-03	2.61344268e-05	1.07074186e-05
0.02274         	4.16409593e-03	2.14734419e-03	2.77373034e-03	2.48681239e-03	2.60522962e-05	1.07438000e-05
0.02276         	4.14547987e-03	2.13835602e-03	2.79224726e-03	2.47773690e-03	2.59723950e-05	1.07529106e-05
0.02278         	4.12630726e-03	2.12931385e-03	2.81104922e-03	2.46869077e-03	2.58946526e-05	1.07159388e-05
0.0228          	4.10662873e-03	2.12031541e-03	2.83001746e-03	2.45980851e-03	2.58153736e-05	1.06493215e-05
0.02282         	4.08611881e-03	2.11158111e-03	2.84876324e-03	2.45081879e-03	2.57387398e-05	1.05602142e-05
0.02284         	4.06496185e-03	2.10290591e-03	2.86728865e-03	2.44191864e-03	2.56606246e-05	1.04842491e-05
0.02286         	4.04376062e-03	2.09427184e-03	2.88572940e-03	2.43307783e-03	2.55817678e-05	1.04886212e-05
0.02288         	4.02228379e-03	2.08555954e-03	2.90392704e-03	2.42450117e-03	2.55065900e-05	1.05203812e-05
0.0229          	4.00010123e-03	2.07714233e-03	2.92181813e-03	2.41598874e-03	2.54322990e-05	1.05194740e-05
0.02292         	3.97753564e-03	2.06865353e-03	2.93948266e-03	2.40739152e-03	2.53581008e-05	1.05000460e-05
0.02294         	3.95442436e-03	2.06013337e-03	2.95697620e-03	2.39872935e-03	2.52829916e-05	1.04650777e-05
0.02296         	3.93097538e-03	2.05165314e-03	2.97449238e-03	2.39019095e-03	2.52069812e-05	1.03865166e-05
0.02298         	3.90717294e-03	2.04320152e-03	2.99184698e-03	2.38154377e-03	2.51295281e-05	1.02850418e-05
0.023           	3.88343802e-03	2.03515537e-03	3.00905994e-03	2.37295933e-03	2.50492646e-05	1.02750422e-05
0.02302         	3.85930277e-03	2.02721996e-03	3.02598127e-03	2.36453425e-03	2.49685141e-05	1.03100662e-05
0.02304         	3.83496345e-03	2.01929245e-03	3.04304691e-03	2.35617126e-03	2.48883775e-05	1.03181989e-05
0.02306         	3.80968099e-03	2.01139047e-03	3.06029041e-03	2.34794757e-03	2.48071961e-05	1.03167871e-05
0.02308         	3.78409096e-03	2.00355558e-03	3.07724111e-03	2.33975479e-03	2.47284606e-05	1.02953041e-05
0.0231          	3.75846603e-03	1.99594136e-03	3.09399055e-03	2.33168860e-03	2.46513408e-05	1.02529591e-05
0.02312         	3.73286740e-03	1.98821489e-03	3.11067892e-03	2.32352450e-03	2.45802935e-05	1.01933720e-05
0.02314         	3.70679352e-03	1.98057939e-03	3.12718320e-03	2.31537507e-03	2.45106447e-05	1.01779928e-05
0.02316         	3.68069786e-03	1.97306754e-03	3.14344837e-03	2.30725891e-03	2.44392669e-05	1.02084522e-05
0.02318         	3.65456177e-03	1.96541015e-03	3.15953802e-03	2.29918898e-03	2.43700140e-05	1.02344391e-05
0.0232          	3.62792088e-03	1.95798428e-03	3.17535168e-03	2.29136915e-03	2.43010709e-05	1.02343080e-05
0.02322         	3.60066404e-03	1.95057888e-03	3.19108377e-03	2.28378148e-03	2.42323544e-05	1.02009389e-05
0.02324         	3.57278745e-03	1.94315735e-03	3.20693264e-03	2.27631467e-03	2.41629100e-05	1.01536610e-05
0.02326         	3.54521957e-03	1.93572535e-03	3.22286070e-03	2.26917833e-03	2.40927453e-05	1.01177928e-05
0.02328         	3.51776341e-03	1.92841363e-03	3.23861960e-03	2.26202570e-03	2.40227725e-05	1.01071823e-05
0.0233          	3.49024825e-03	1.92132728e-03	3.25417357e-03	2.25480930e-03	2.39548866e-05	1.01637642e-05
0.02332         	3.46212848e-03	1.91424303e-03	3.26960059e-03	2.24766775e-03	2.38883393e-05	1.01993915e-05
0.02334         	3.43376340e-03	1.90712241e-03	3.28513578e-03	2.24076303e-03	2.38239783e-05	1.01938658e-05
0.02336         	3.40566936e-03	1.89997274e-03	3.30071628e-03	2.23388271e-03	2.37617540e-05	1.01680860e-05
0.02338         	3.37783425e-03	1.89293365e-03	3.31608381e-03	2.22720401e-03	2.37021676e-05	1.01127318e-05
0.0234          	3.35030100e-03	1.88586966e-03	3.33136180e-03	2.22064421e-03	2.36446547e-05	1.00860289e-05
0.02342         	3.32239400e-03	1.87885821e-03	3.34659635e-03	2.21425222e-03	2.35860206e-05	1.00561663e-05
0.02344         	3.29465941e-03	1.87210336e-03	3.36161828e-03	2.20792563e-03	2.35264151e-05	1.00793599e-05
0.02346         	3.26724140e-03	1.86554078e-03	3.37683534e-03	2.20164693e-03	2.34673229e-05	1.01240396e-05
0.02348         	3.24008155e-03	1.85884815e-03	3.39213991e-03	2.19544952e-03	2.34090749e-05	1.01536463e-05
0.0235          	3.21323532e-03	1.85212652e-03	3.40714519e-03	2.18950660e-03	2.33514467e-05	1.01394833e-05
0.02352         	3.18618223e-03	1.84531438e-03	3.42184101e-03	2.18356570e-03	2.32971798e-05	1.00861056e-05
0.02354         	3.15941017e-03	1.83849588e-03	3.43631927e-03	2.17789451e-03	2.32463160e-05	1.00447047e-05
0.02356         	3.13244179e-03	1.83163090e-03	3.45053438e-03	2.17229531e-03	2.31954213e-05	1.00172840e-05
0.02358         	3.10587470e-03	1.82499655e-03	3.46483746e-03	2.16707022e-03	2.31447480e-05	9.99420505e-06
0.0236          	3.07981796e-03	1.81878259e-03	3.47945997e-03	2.16188338e-03	2.30962845e-05	1.00301273e-05
0.02362         	3.05400410e-03	1.81267387e-03	3.49383498e-03	2.15681568e-03	2.30542183e-05	1.00494652e-05
0.02364         	3.02819668e-03	1.80656995e-03	3.50786787e-03	2.15194259e-03	2.30142821e-05	1.00557587e-05
0.02366         	3.00342059e-03	1.80063878e-03	3.52173412e-03	2.14722625e-03	2.29775316e-05	1.00643255e-05
0.02368         	2.97983693e-03	1.79478864e-03	3.53560118e-03	2.14250959e-03	2.29397148e-05	1.00350666e-05
0.0237          	2.95716823e-03	1.78920841e-03	3.54938374e-03	2.13776971e-03	2.29012496e-05	1.00107315e-05
0.02372         	2.93501882e-03	1.78355533e-03	3.56317236e-03	2.13334125e-03	2.28640027e-05	9.99504185e-06
0.02374         	2.91269640e-03	1.77801202e-03	3.57682744e-03	2.12896689e-03	2.28264762e-05	1.00289922e-05
0.02376         	2.89008119e-03	1.77258601e-03	3.59045011e-03	2.12463553e-03	2.27897276e-05	1.00485700e-05
0.02378         	2.86813422e-03	1.76739399e-03	3.60394098e-03	2.12050418e-03	2.27539105e-05	1.00630255e-05
0.0238          	2.84696318e-03	1.76240908e-03	3.61715071e-03	2.11660527e-03	2.27189568e-05	1.00773395e-05
0.02382         	2.82625405e-03	1.75743454e-03	3.63017639e-03	2.11288773e-03	2.26841360e-05	1.00645898e-05
0.02384         	2.80545617e-03	1.75260406e-03	3.64346091e-03	2.10892491e-03	2.26497734e-05	1.00486359e-05
0.02386         	2.78519980e-03	1.74770541e-03	3.65688424e-03	2.10473443e-03	2.26172863e-05	1.00634593e-05
0.02388         	2.76621090e-03	1.74286130e-03	3.67000054e-03	2.10082626e-03	2.25870575e-05	1.00988924e-05
0.0239          	2.74744997e-03	1.73810489e-03	3.68273403e-03	2.09723164e-03	2.25572760e-05	1.01345624e-05
0.02392         	2.72894654e-03	1.73338141e-03	3.69515028e-03	2.09380546e-03	2.25307515e-05	1.01329448e-05
0.02394         	2.71114641e-03	1.72879357e-03	3.70746514e-03	2.09039541e-03	2.25079959e-05	1.01373282e-05
0.02396         	2.69412815e-03	1.72439971e-03	3.71957958e-03	2.08701121e-03	2.24902018e-05	1.01350164e-05
0.02398         	2.67839592e-03	1.72015328e-03	3.73175719e-03	2.08391908e-03	2.24733767e-05	1.01248942e-05
0.024           	2.66376822e-03	1.71589658e-03	3.74369972e-03	2.08123897e-03	2.24543097e-05	1.01105945e-05
0.02402         	2.64967876e-03	1.71168912e-03	3.75555536e-03	2.07867046e-03	2.24347107e-05	1.01575856e-05
0.02404         	2.63610393e-03	1.70755555e-03	3.76715971e-03	2.07616739e-03	2.24156723e-05	1.02185865e-05
0.02406         	2.62272849e-03	1.70348986e-03	3.77853409e-03	2.07366296e-03	2.23955823e-05	1.02291896e-05
0.02408         	2.60993126e-03	1.69962738e-03	3.78988666e-03	2.07119075e-03	2.23750872e-05	1.02095532e-05
0.0241          	2.59784663e-03	1.69571833e-03	3.80120624e-03	2.06858017e-03	2.23547109e-05	1.02230728e-05
0.02412         	2.58646834e-03	1.69178780e-03	3.81226430e-03	2.06599947e-03	2.23358962e-05	1.02022731e-05
0.02414         	2.57538734e-03	1.68793188e-03	3.82305086e-03	2.06346647e-03	2.23174334e-05	1.01683168e-05
0.02416         	2.56554173e-03	1.68420758e-03	3.83345965e-03	2.06105746e-03	2.22977595e-05	1.01370934e-05
0.02418         	2.55725398e-03	1.68057197e-03	3.84380570e-03	2.05870668e-03	2.22801449e-05	1.01685652e-05
0.0242          	2.55017348e-03	1.67687684e-03	3.85384476e-03	2.05641462e-03	2.22654359e-05	1.02122632e-05
0.02422         	2.54307765e-03	1.67317578e-03	3.86377358e-03	2.05439087e-03	2.22516630e-05	1.02237898e-05
0.02424         	2.53592945e-03	1.66967782e-03	3.87368878e-03	2.05248484e-03	2.22402201e-05	1.02153753e-05
0.02426         	2.52925316e-03	1.66677975e-03	3.88337346e-03	2.05072055e-03	2.22282110e-05	1.01981371e-05
0.02428         	2.52356192e-03	1.66417440e-03	3.89263495e-03	2.04904474e-03	2.22180271e-05	1.01794251e-05
0.0243          	2.51864959e-03	1.66181504e-03	3.90185539e-03	2.04757464e-03	2.22074158e-05	1.01313681e-05
0.02432         	2.51360534e-03	1.65953963e-03	3.91089409e-03	2.04617736e-03	2.21961983e-05	1.01213231e-05
0.02434         	2.50960924e-03	1.65717532e-03	3.91993463e-03	2.04472530e-03	2.21857848e-05	1.01626261e-05
0.02436         	2.50628784e-03	1.65497078e-03	3.92875714e-03	2.04360224e-03	2.21774620e-05	1.01848978e-05
0.02438         	2.50321904e-03	1.65273139e-03	3.93736790e-03	2.04243607e-03	2.21701226e-05	1.01969917e-05
0.0244          	2.50019584e-03	1.65061090e-03	3.94571685e-03	2.04130784e-03	2.21634250e-05	1.02308857e-05
0.02442         	2.49667857e-03	1.64866631e-03	3.95389482e-03	2.04014940e-03	2.21597364e-05	1.02442241e-05
0.02444         	2.49321549e-03	1.64667386e-03	3.96198195e-03	2.03911469e-03	2.21590490e-05	1.02331871e-05
0.02446         	2.49006840e-03	1.64513966e-03	3.96997326e-03	2.03813518e-03	2.21569432e-05	1.02126841e-05
0.02448         	2.48720562e-03	1.64416464e-03	3.97750601e-03	2.03724587e-03	2.21533137e-05	1.02403468e-05
0.0245          	2.48417687e-03	1.64346285e-03	3.98476043e-03	2.03637065e-03	2.21514066e-05	1.03174340e-05
0.02452         	2.48147929e-03	1.64326315e-03	3.99189703e-03	2.03553732e-03	2.21524088e-05	1.03557116e-05
0.02454         	2.47937585e-03	1.64340214e-03	3.99869622e-03	2.03470761e-03	2.21543684e-05	1.03624672e-05
0.02456         	2.47705920e-03	1.64386437e-03	4.00539302e-03	2.03404408e-03	2.21589151e-05	1.03603284e-05
0.02458         	2.47466205e-03	1.64478318e-03	4.01168716e-03	2.03346180e-03	2.21632093e-05	1.03588208e-05
0.0246          	2.47262267e-03	1.64596265e-03	4.01787173e-03	2.03293361e-03	2.21660739e-05	1.03896821e-05
0.02462         	2.47041593e-03	1.64712024e-03	4.02391977e-03	2.03240289e-03	2.21666170e-05	1.04059154e-05
0.02464         	2.46777493e-03	1.64870095e-03	4.02933918e-03	2.03186889e-03	2.21664501e-05	1.04445624e-05
0.02466         	2.46482181e-03	1.65057957e-03	4.03454389e-03	2.03124296e-03	2.21675180e-05	1.04661333e-05
0.02468         	2.46163048e-03	1.65248770e-03	4.03982321e-03	2.03056133e-03	2.21675510e-05	1.04530593e-05
0.0247          	2.45803474e-03	1.65435229e-03	4.04468302e-03	2.03015011e-03	2.21662521e-05	1.04179631e-05
0.02472         	2.45420547e-03	1.65655325e-03	4.04914048e-03	2.02980493e-03	2.21643922e-05	1.03828236e-05
0.02474         	2.45110416e-03	1.65891766e-03	4.05344836e-03	2.02954989e-03	2.21594071e-05	1.03694628e-05
0.02476         	2.44793192e-03	1.66135276e-03	4.05737925e-03	2.02918119e-03	2.21536158e-05	1.03803816e-05
0.02478         	2.44423583e-03	1.66402690e-03	4.06083250e-03	2.02868160e-03	2.21483191e-05	1.03790923e-05
0.0248          	2.44050734e-03	1.66687635e-03	4.06383114e-03	2.02802353e-03	2.21408153e-05	1.03885591e-05
0.02482         	2.43653877e-03	1.67002618e-03	4.06656676e-03	2.02723416e-03	2.21361371e-05	1.03849005e-05
0.02484         	2.43301095e-03	1.67325625e-03	4.06895113e-03	2.02657817e-03	2.21328106e-05	1.03725180e-05
0.02486         	2.42854225e-03	1.67665812e-03	4.07069992e-03	2.02590772e-03	2.21305096e-05	1.03192074e-05
0.02488         	2.42406093e-03	1.68004239e-03	4.07187751e-03	2.02520737e-03	2.21319018e-05	1.02529759e-05
0.0249          	2.41898905e-03	1.68335850e-03	4.07267331e-03	2.02454562e-03	2.21318769e-05	1.02058803e-05
0.02492         	2.41354092e-03	1.68696268e-03	4.07298220e-03	2.02378514e-03	2.21310291e-05	1.02150777e-05
0.02494         	2.40791201e-03	1.69064220e-03	4.07291405e-03	2.02308725e-03	2.21313585e-05	1.02410137e-05
0.02496         	2.40221352e-03	1.69445279e-03	4.07266384e-03	2.02232741e-03	2.21339590e-05	1.02643753e-05
0.02498         	2.39668667e-03	1.69837432e-03	4.07209330e-03	2.02149574e-03	2.21383451e-05	1.02574857e-05
0.025           	2.39061719e-03	1.70231083e-03	4.07120201e-03	2.02078226e-03	2.21409617e-05	1.02340677e-05
0.02502         	2.38417142e-03	1.70628353e-03	4.07016335e-03	2.02060997e-03	2.21432189e-05	1.01944194e-05
0.02504         	2.37723144e-03	1.71031188e-03	4.06919508e-03	2.02112611e-03	2.21453958e-05	1.01599465e-05
0.02506         	2.36967960e-03	1.71436867e-03	4.06823852e-03	2.02169990e-03	2.21468496e-05	1.01588949e-05
0.02508         	2.36181197e-03	1.71840221e-03	4.06731088e-03	2.02272971e-03	2.21464831e-05	1.02068705e-05
0.0251          	2.35383710e-03	1.72234477e-03	4.06639120e-03	2.02429406e-03	2.21453380e-05	1.02379130e-05
0.02512         	2.34516010e-03	1.72638051e-03	4.06555529e-03	2.02579930e-03	2.21437227e-05	1.02677744e-05
0.02514         	2.33585982e-03	1.73077561e-03	4.06506562e-03	2.02716838e-03	2.21414992e-05	1.02759324e-05
0.02516         	2.32676664e-03	1.73514573e-03	4.06473277e-03	2.02841983e-03	2.21390267e-05	1.02476648e-05
0.02518         	2.31685840e-03	1.73952248e-03	4.06446426e-03	2.02971034e-03	2.21394128e-05	1.02023326e-05
0.0252          	2.30646943e-03	1.74398101e-03	4.06439344e-03	2.03100069e-03	2.21420170e-05	1.02089023e-05
0.02522         	2.29636682e-03	1.74842847e-03	4.06426243e-03	2.03222274e-03	2.21420606e-05	1.02332943e-05
0.02524         	2.28588576e-03	1.75290913e-03	4.06415718e-03	2.03345857e-03	2.21405762e-05	1.02590296e-05
0.02526         	2.27484923e-03	1.75754693e-03	4.06419440e-03	2.03487965e-03	2.21382305e-05	1.02472863e-05
0.02528         	2.26311636e-03	1.76219187e-03	4.06420520e-03	2.03636311e-03	2.21334411e-05	1.01896756e-05
0.0253          	2.25124595e-03	1.76692375e-03	4.06427602e-03	2.03786358e-03	2.21258775e-05	1.01376201e-05
0.02532         	2.23903433e-03	1.77168962e-03	4.06454727e-03	2.03951936e-03	2.21158125e-05	1.00815351e-05
0.02534         	2.22631358e-03	1.77644163e-03	4.06503834e-03	2.04115987e-03	2.21029945e-05	1.00544122e-05
0.02536         	2.21299369e-03	1.78119518e-03	4.06581499e-03	2.04266861e-03	2.20891747e-05	1.00408758e-05
0.02538         	2.19919020e-03	1.78602360e-03	4.06717884e-03	2.04412358e-03	2.20749832e-05	1.00319924e-05
0.0254          	2.18486951e-03	1.79094069e-03	4.06881303e-03	2.04542776e-03	2.20583036e-05	1.00063310e-05
0.02542         	2.17056214e-03	1.79596526e-03	4.07060290e-03	2.04665079e-03	2.20417945e-05	9.93473348e-06
0.02544         	2.15619381e-03	1.80103021e-03	4.07238638e-03	2.04796480e-03	2.20243160e-05	9.85078509e-06
0.02546         	2.14110891e-03	1.80602410e-03	4.07372910e-03	2.04929220e-03	2.20061464e-05	9.77965900e-06
0.02548         	2.12561496e-03	1.81097792e-03	4.07488879e-03	2.05062411e-03	2.19887745e-05	9.71664415e-06
0.0255          	2.10996307e-03	1.81598906e-03	4.07616574e-03	2.05196227e-03	2.19707456e-05	9.66704556e-06
0.02552         	2.09438098e-03	1.82100556e-03	4.07750559e-03	2.05319850e-03	2.19537112e-05	9.64940898e-06
0.02554         	2.07870093e-03	1.82599998e-03	4.07875901e-03	2.05448415e-03	2.19355134e-05	9.63772906e-06
0.02556         	2.06284922e-03	1.83109023e-03	4.07968979e-03	2.05597168e-03	2.19173005e-05	9.61013419e-06
0.02558         	2.04698003e-03	1.83615282e-03	4.08041301e-03	2.05738552e-03	2.18984100e-05	9.53780958e-06
0.0256          	2.03102360e-03	1.84121713e-03	4.08088759e-03	2.05884014e-03	2.18782373e-05	9.50396853e-06
0.02562         	2.01505612e-03	1.84628897e-03	4.08102895e-03	2.06062299e-03	2.18580478e-05	9.46883791e-06
0.02564         	1.99909254e-03	1.85144413e-03	4.08097938e-03	2.06246120e-03	2.18373009e-05	9.40666776e-06
0.02566         	1.98320266e-03	1.85673824e-03	4.08067866e-03	2.06437107e-03	2.18175432e-05	9.36723946e-06
0.02568         	1.96757246e-03	1.86214526e-03	4.08017668e-03	2.06634860e-03	2.17997876e-05	9.36038816e-06
0.0257          	1.95267415e-03	1.86762068e-03	4.07914676e-03	2.06839260e-03	2.17822642e-05	9.34489622e-06
0.02572         	1.93847491e-03	1.87305581e-03	4.07762105e-03	2.07062820e-03	2.17657253e-05	9.32016890e-06
0.02574         	1.92429560e-03	1.87849192e-03	4.07575318e-03	2.07300039e-03	2.17470836e-05	9.27685601e-06
0.02576         	1.91011305e-03	1.88387415e-03	4.07348093e-03	2.07520906e-03	2.17264427e-05	9.24251502e-06
0.02578         	1.89564056e-03	1.88938909e-03	4.07075558e-03	2.07773434e-03	2.17049848e-05	9.19230390e-06
0.0258          	1.88096141e-03	1.89486098e-03	4.06739649e-03	2.08038810e-03	2.16825796e-05	9.16018448e-06
0.02582         	1.86668168e-03	1.90036769e-03	4.06336760e-03	2.08326271e-03	2.16583504e-05	9.14045055e-06
0.02584         	1.85284034e-03	1.90579511e-03	4.05893301e-03	2.08628451e-03	2.16328036e-05	9.11154119e-06
0.02586         	1.83939851e-03	1.91108554e-03	4.05406840e-03	2.08922621e-03	2.16044614e-05	9.08082740e-06
0.02588         	1.82644181e-03	1.91639855e-03	4.04863535e-03	2.09218666e-03	2.15729888e-05	9.05140193e-06
0.0259          	1.81340442e-03	1.92164675e-03	4.04264852e-03	2.09510183e-03	2.15384799e-05	9.03393610e-06
0.02592         	1.80055869e-03	1.92698777e-03	4.03626433e-03	2.09821165e-03	2.15012128e-05	8.96954062e-06
0.02594         	1.78786418e-03	1.93240117e-03	4.02953412e-03	2.10146200e-03	2.14635679e-05	8.91254526e-06
0.02596         	1.77500561e-03	1.93770492e-03	4.02240671e-03	2.10497544e-03	2.14213172e-05	8.88615147e-06
0.02598         	1.76234267e-03	1.94306275e-03	4.01490387e-03	2.10853025e-03	2.13770400e-05	8.83447793e-06
0.026           	1.75031570e-03	1.94843665e-03	4.00704176e-03	2.11211481e-03	2.13304619e-05	8.78570034e-06
0.02602         	1.73866663e-03	1.95388953e-03	3.99855514e-03	2.11613841e-03	2.12826524e-05	8.73751996e-06
0.02604         	1.72720332e-03	1.95936568e-03	3.98997778e-03	2.12033990e-03	2.12353379e-05	8.70416912e-06
0.02606         	1.71546235e-03	1.96479425e-03	3.98116167e-03	2.12485597e-03	2.11857497e-05	8.65612885e-06
0.02608         	1.70360139e-03	1.97022093e-03	3.97188114e-03	2.12929173e-03	2.11347945e-05	8.61305818e-06
0.0261          	1.69160497e-03	1.97573647e-03	3.96230393e-03	2.13387616e-03	2.10846048e-05	8.55083531e-06
0.02612         	1.67997791e-03	1.98116381e-03	3.95218024e-03	2.13856624e-03	2.10349672e-05	8.46208901e-06
0.02614         	1.66864105e-03	1.98647883e-03	3.94153430e-03	2.14323248e-03	2.09837746e-05	8.39887128e-06
0.02616         	1.65786107e-03	1.99179951e-03	3.93030860e-03	2.14776021e-03	2.09335600e-05	8.37577534e-06
0.02618         	1.64794120e-03	1.99712638e-03	3.91858356e-03	2.15232383e-03	2.08848471e-05	8.35381782e-06
0.0262          	1.63843541e-03	2.00244352e-03	3.90644827e-03	2.15689775e-03	2.08344607e-05	8.32248103e-06
0.02622         	1.62915380e-03	2.00781809e-03	3.89406706e-03	2.16178090e-03	2.07831162e-05	8.27554063e-06
0.02624         	1.62001477e-03	2.01324596e-03	3.88135109e-03	2.16673004e-03	2.07294526e-05	8.20506180e-06
0.02626         	1.61126479e-03	2.01857898e-03	3.86826571e-03	2.17186289e-03	2.06733524e-05	8.10769717e-06
0.02628         	1.60280458e-03	2.02394454e-03	3.85482523e-03	2.17709287e-03	2.06140886e-05	8.05093294e-06
